Client_ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
22904,100000,Female,University,Single,27,0,0,0,0,0,0,48051,49247,48799,49508,50686,51815,2000,2200,1822,2000,2100,2100,Non-Defaulter
17249,20000,Female,University,Married,38,3,4,3,2,2,2,18666,18087,17517,16930,18043,17156,0,0,0,1381,0,1600,Defaulter
19853,130000,Female,University,Married,49,0,0,0,0,0,0,53714,55404,56566,57139,58300,59523,2570,2650,2100,2100,2150,3000,Non-Defaulter
14364,20000,Male,University,Single,46,0,0,0,-2,-2,-2,19401,20650,0,0,0,0,1650,0,0,0,0,0,Defaulter
15147,70000,Female,Graduate school,Single,23,2,2,0,0,0,0,72593,70828,74271,70467,50700,49329,0,7463,2200,2840,1781,1812,Defaulter
27292,420000,Male,Graduate school,Married,40,-1,-1,-1,2,2,-2,4110,-150,6254,6023,0,0,0,6404,20,0,0,0,Non-Defaulter
22098,200000,Female,Graduate school,Single,29,1,-1,0,0,-1,-1,0,928,1280,1675,97,138,928,1000,1000,97,138,0,Non-Defaulter
322,340000,Female,Graduate school,Single,27,0,0,0,0,0,0,172180,180140,166281,155628,145645,103263,21105,5461,5000,5849,2732,50000,Non-Defaulter
7818,50000,Male,University,Single,27,1,2,2,2,2,2,17654,17082,20088,19483,19742,19275,0,3300,0,1560,0,881,Non-Defaulter
20402,50000,Male,University,Single,23,0,0,0,0,-2,-2,48784,50371,51400,0,0,0,2400,2400,0,0,0,0,Non-Defaulter
12201,180000,Female,University,Married,41,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,9000,0,Non-Defaulter
29925,50000,Male,University,Married,40,0,0,0,0,0,0,49073,49531,44002,44356,19344,19354,1691,1942,1296,674,693,1000,Non-Defaulter
19636,310000,Female,University,Married,42,0,-1,-1,2,-1,-1,21692,19697,17257,7900,17161,14585,19697,2270,4,17161,7030,0,Non-Defaulter
9879,170000,Female,Graduate school,Single,35,-1,-1,-1,-1,-1,0,897,861,3749,1487,1939,588,861,3761,1495,1939,0,10613,Non-Defaulter
24605,70000,Male,University,Single,29,0,0,0,0,-1,-1,58305,61710,64114,66775,161,5746,5000,4000,5000,161,5800,1500,Non-Defaulter
2921,50000,Male,High School,Married,53,0,0,0,0,0,0,49466,50544,25381,9652,9464,9248,2442,1669,330,1342,330,430,Non-Defaulter
5868,30000,Male,University,Single,24,1,2,2,3,2,0,20985,20393,20399,19945,19645,11229,0,2403,0,0,2000,0,Non-Defaulter
25458,80000,Female,High School,Married,25,0,-1,-1,-1,-1,-1,3525,1504,0,2332,4320,0,1654,0,2332,4320,0,0,Defaulter
17115,120000,Female,Graduate school,Single,26,-1,-1,-1,-1,-1,-1,594,1052,736,420,2189,1482,1052,736,420,2189,500,0,Non-Defaulter
24930,350000,Male,University,Married,38,1,2,0,0,2,0,70845,69318,71301,75129,71313,68046,0,3500,5500,0,2500,2000,Non-Defaulter
20829,20000,Male,High School,Married,48,0,0,0,0,0,0,19195,20089,16739,17486,9392,9587,1257,1368,1115,301,310,352,Defaulter
26816,30000,Male,University,Married,32,0,0,0,2,0,0,22503,24802,29367,28108,26717,11693,3000,5000,0,1003,1000,1000,Non-Defaulter
27689,50000,Female,University,Single,25,0,0,0,0,0,0,45688,47122,48888,37264,17486,18348,2500,3000,2000,1000,1000,1000,Defaulter
1948,320000,Male,Graduate school,Married,33,0,0,0,0,0,0,325445,202853,57051,161651,182265,0,10000,15000,105000,55000,0,0,Non-Defaulter
28374,50000,Female,University,Married,36,0,0,0,0,0,0,46714,47404,48786,49768,27838,84810,1766,2148,2130,1200,1012,2034,Non-Defaulter
1117,150000,Female,University,Single,37,0,0,0,0,0,0,80463,82513,84271,43832,33963,34638,3348,3490,1402,1233,1240,1284,Defaulter
24488,20000,Male,University,Married,34,0,0,0,0,0,2,9662,10673,11998,13010,13750,13389,1180,1505,1517,1257,0,900,Defaulter
22800,260000,Female,Graduate school,Married,44,0,0,0,0,0,0,296349,300155,305798,306082,304048,14982,6891,8668,6907,6088,14982,12588,Non-Defaulter
15913,90000,Female,High School,Married,29,0,0,0,0,0,0,91116,89047,91595,88197,59822,55345,3500,4000,3002,1974,2000,5000,Non-Defaulter
15523,220000,Male,University,Married,39,1,2,0,0,0,0,4949,4724,6478,7412,7886,8358,0,2000,1200,600,600,600,Non-Defaulter
21397,480000,Male,University,Married,53,1,-1,-1,-1,-1,-1,-11,11349,13461,9327,1368,1538,11360,13469,9327,1368,1538,15605,Non-Defaulter
26933,130000,Male,University,Married,44,0,0,0,-1,-1,-2,139892,131365,9910,12909,0,0,6179,1969,131000,0,0,1700,Defaulter
25450,50000,Female,High School,Married,24,1,-2,-1,0,0,0,-1037,-1037,49024,49806,30212,30419,0,52806,1872,1200,1100,1250,Non-Defaulter
13684,430000,Male,Graduate school,Single,34,0,0,0,0,-1,0,81963,93893,100177,-3849,304425,293920,15000,70000,3116,313094,10300,15000,Non-Defaulter
25408,150000,Female,University,Married,24,1,-1,-1,-1,-1,-1,-122,16711,8004,521,3776,165,16924,8004,521,3776,165,356,Non-Defaulter
10033,200000,Male,University,Single,27,-1,-1,-1,-1,-1,-1,1990,2035,1577,2424,671,1606,2035,1577,2424,671,1606,27124,Defaulter
29784,90000,Male,University,Married,30,1,2,0,0,0,2,45271,44247,45287,46332,49715,48788,0,2055,2100,4476,0,3800,Non-Defaulter
13282,450000,Female,Graduate school,Single,36,-1,-1,-1,-1,-1,-1,3893,522,2218,99,99,412,600,2300,0,0,412,3146,Defaulter
18667,50000,Female,Graduate school,Single,23,-1,-1,-2,-2,-2,-2,2332,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
11165,300000,Male,Graduate school,Single,33,-1,-1,-1,-1,-1,-1,4499,0,2299,900,1400,0,0,2299,900,1400,0,200,Non-Defaulter
3014,180000,Female,Graduate school,Single,28,-2,-2,-2,-2,-2,-2,584,1133,572,803,916,1189,1133,572,803,916,1189,375,Non-Defaulter
16093,40000,Female,University,Married,37,2,2,2,2,2,0,25561,26343,25635,28100,27352,27862,1500,0,2900,0,1100,2400,Defaulter
12145,190000,Male,University,Married,32,1,2,2,2,2,0,13041,13936,13415,14590,14216,14823,1400,0,1400,0,1000,1000,Non-Defaulter
8577,170000,Male,Graduate school,Single,27,0,0,2,2,2,2,133149,138769,145050,146641,149603,157601,11936,13314,5801,5800,11000,1000,Non-Defaulter
18846,120000,Female,University,Married,27,0,0,0,0,0,2,85492,83567,78276,78971,80907,79219,3500,4326,3000,9000,0,3000,Defaulter
18858,180000,Female,Graduate school,Single,28,-1,-1,2,0,0,0,390,1345,955,1565,2175,2159,1345,0,1000,1000,400,1000,Non-Defaulter
19473,60000,Female,University,Single,24,0,0,0,0,0,0,53910,55028,56449,56273,28316,30763,2600,2900,2034,2000,3000,1000,Non-Defaulter
21757,270000,Female,University,Married,25,0,0,0,0,0,0,184560,178592,170225,156719,151716,153519,6061,6081,5072,5009,5254,4069,Non-Defaulter
13138,310000,Female,University,Single,27,0,0,0,0,0,0,44834,35597,34161,38689,32710,24343,2015,2000,5034,1045,776,389,Non-Defaulter
20792,270000,Male,High School,Single,38,0,0,0,0,0,0,263842,179711,185948,184252,183601,187003,11021,12041,8028,7001,5454,6001,Non-Defaulter
27590,140000,Male,Graduate school,Married,55,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Defaulter
20199,450000,Female,University,Single,39,-1,0,0,0,0,-1,217126,43647,39827,43978,389,389,10329,3001,5217,1,390,390,Non-Defaulter
2535,50000,Male,University,Single,26,-1,-1,-1,-1,-1,-1,1530,750,1140,1530,750,1140,750,1140,1530,750,1140,1530,Non-Defaulter
7495,330000,Male,Graduate school,Single,32,0,0,0,0,0,0,162657,151305,138277,141453,112633,121242,5500,4723,5500,4000,10700,4500,Non-Defaulter
25053,20000,Male,University,Married,56,0,0,0,0,0,0,17768,18378,19077,19467,19155,19098,1600,1689,1469,547,500,547,Non-Defaulter
19692,30000,Female,University,Single,33,-2,-2,-2,-2,-2,-2,498,4831,477,8560,1550,955,4831,477,8561,1550,955,570,Non-Defaulter
3340,550000,Male,Graduate school,Married,49,-1,-1,-1,-1,-1,-2,42141,1515,1488,18334,-114,-114,1522,1495,18426,0,0,22670,Defaulter
11353,130000,Female,University,Married,27,-1,-1,-1,-1,0,0,792,0,396,485,46773,47313,0,396,485,46684,1700,1712,Non-Defaulter
9601,80000,Female,University,Single,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
15278,260000,Female,University,Married,32,0,0,0,0,0,0,104717,102159,102369,80488,82150,84818,5300,3500,3000,3000,4000,4000,Non-Defaulter
13935,220000,Male,High School,Married,42,-1,-1,-1,-1,-1,-1,285,825,0,1230,3227,3820,825,0,1230,3227,3820,3650,Non-Defaulter
14639,30000,Male,High School,Single,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
15882,50000,Female,Graduate school,Single,25,0,0,0,0,0,0,3624,4487,4545,6249,6249,6249,1100,1600,2000,0,0,0,Non-Defaulter
19430,200000,Female,High School,Married,49,1,-2,-1,-1,-1,-1,0,0,2317,7588,7606,14053,0,2317,7588,7614,14053,0,Non-Defaulter
7170,20000,Male,University,Married,51,0,0,-2,-2,-2,-2,10400,0,0,0,0,0,0,0,0,0,0,0,Defaulter
5739,20000,Male,High School,Single,23,1,2,2,3,2,2,9126,8835,11088,10618,10304,11232,0,2400,0,0,1100,0,Defaulter
221,360000,Female,Graduate school,Married,40,2,2,2,0,0,0,105167,115468,112157,114690,117845,120238,12000,0,5900,5000,4500,4700,Defaulter
17801,80000,Male,Graduate school,Single,24,0,0,0,0,0,0,77225,75429,71977,56023,47582,48039,3649,2502,2205,1702,1800,1908,Non-Defaulter
18441,20000,Female,University,Single,23,0,0,0,-2,-2,-2,8936,9700,0,0,0,0,1000,0,0,0,0,0,Non-Defaulter
15499,280000,Male,University,Married,31,0,0,0,0,0,0,235937,178376,183488,188165,99133,101547,7000,8000,8000,5000,4003,5000,Non-Defaulter
19311,360000,Female,Graduate school,Single,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Defaulter
15224,460000,Female,University,Single,35,0,0,0,0,0,0,442291,449790,450047,453770,396600,392879,16000,17610,17500,13810,14100,14520,Defaulter
6851,280000,Male,Graduate school,Single,33,0,0,0,0,0,0,281604,283292,281327,189287,185398,184414,10000,10059,5201,5211,5500,5500,Non-Defaulter
22185,360000,Female,High School,Single,29,-2,-2,-2,-2,-2,-2,3307,0,0,0,0,1131,0,0,0,0,1131,3409,Non-Defaulter
557,160000,Female,Graduate school,Married,33,-2,-2,-2,-2,-2,-2,5233,5393,1824,350,150,199,5401,1829,350,150,199,1145,Non-Defaulter
23544,200000,Female,Graduate school,Married,38,0,0,0,0,0,0,185155,180069,179899,170716,164553,165326,6500,8000,7520,6000,6100,7500,Non-Defaulter
24362,360000,Male,University,Married,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
13864,520000,Female,High School,Married,41,-2,-2,-1,0,0,0,7322,2728,385425,387189,395445,402289,2728,415552,14000,14005,14000,15200,Non-Defaulter
2442,340000,Female,Graduate school,Married,35,1,-1,-1,-1,-2,-1,-8,1722,1684,-15,-15,3016,1730,1692,0,0,3031,0,Defaulter
20695,190000,Male,University,Married,41,2,2,0,0,0,0,127370,117487,117568,103011,101336,91215,0,6000,5000,3300,5000,4000,Defaulter
3737,430000,Female,Graduate school,Single,31,-2,-2,-1,0,0,0,10226,5671,52983,70672,52378,56360,5873,52983,35002,10203,7500,10000,Non-Defaulter
13548,130000,Female,High School,Married,40,0,0,-2,-2,-2,-2,102650,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
28660,200000,Female,Graduate school,Married,34,-2,-2,-2,-2,-2,-2,2955,5895,15146,11575,11564,13744,5938,15682,11633,11622,13813,22699,Non-Defaulter
18763,420000,Female,Graduate school,Single,29,0,0,0,-2,-2,-2,52898,16200,0,0,0,0,3000,0,0,0,0,84363,Non-Defaulter
218,80000,Male,University,Single,36,2,0,0,0,0,0,79278,78501,78534,80016,76235,78245,3100,3500,3400,3000,3500,3000,Non-Defaulter
20904,20000,Male,High School,Single,48,3,2,2,7,7,7,250,250,250,250,250,250,0,0,0,0,0,0,Defaulter
15648,200000,Female,University,Single,34,0,0,0,-2,-2,-2,19252,10000,0,0,0,0,1000,0,0,0,0,0,Non-Defaulter
4891,360000,Female,University,Married,33,0,0,0,0,0,0,325839,300726,252603,253759,255424,253826,11083,8948,8727,9118,9026,8997,Non-Defaulter
25016,170000,Male,University,Married,52,3,2,2,-2,-1,-1,2184,1990,0,0,3955,1278,0,0,0,3955,1278,1316,Non-Defaulter
27099,500000,Male,Graduate school,Married,43,1,-2,-2,-2,-1,-1,0,0,0,0,177,4716,0,0,0,177,4716,1000,Non-Defaulter
11869,70000,Female,University,Married,37,1,2,-1,0,0,2,7204,5326,5954,1069,4711,4514,0,5954,0,4514,0,0,Non-Defaulter
25528,10000,Female,University,Single,33,-2,-1,0,0,2,2,-216,2784,5723,8607,8336,10209,3000,3000,3000,0,2000,0,Non-Defaulter
20519,40000,Male,Graduate school,Single,27,2,0,0,0,0,0,10181,11058,11471,11776,12660,12660,2500,2000,1500,2330,2300,1000,Defaulter
13541,100000,Male,University,Married,28,-1,-1,-2,-2,-2,-2,10000,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
29133,330000,Female,Graduate school,Married,58,-2,-2,-2,-2,-2,-2,880,2304,0,440,0,115,2304,0,440,0,115,0,Defaulter
18261,330000,Male,Graduate school,Single,54,-2,-2,-2,-2,-2,-2,3027,2379,1803,909,3854,1509,2386,1894,911,3865,1513,0,Non-Defaulter
15824,50000,Female,University,Married,27,2,0,0,0,-1,0,50151,48945,36467,18890,30288,30003,1724,1819,2664,31057,1064,1073,Non-Defaulter
14681,50000,Female,University,Single,28,0,0,0,0,0,-2,47813,33463,29628,31230,0,0,1900,2000,2000,0,0,0,Non-Defaulter
20261,150000,Female,University,Single,51,0,-1,-1,-2,-2,-1,13219,1179,0,0,0,35752,1179,0,0,0,35752,1448,Non-Defaulter
25449,210000,Female,University,Single,27,0,0,0,0,0,0,46066,38952,29735,15381,12475,10535,1951,3034,3000,3000,3000,92,Non-Defaulter
7970,70000,Female,High School,Married,56,0,0,-2,-2,-2,-1,16976,0,0,0,0,1000,5000,0,0,0,1000,1770,Non-Defaulter
20397,20000,Male,University,Single,22,0,0,0,0,0,-1,9493,10531,11557,12546,9900,1000,1500,1500,1500,800,1500,0,Non-Defaulter
10089,70000,Male,High School,Married,47,0,0,2,2,0,0,62080,67523,68334,67132,66796,67743,6874,2030,0,1866,1878,1909,Defaulter
14547,140000,Female,University,Married,35,1,2,0,0,2,2,130215,126720,128116,136956,134665,142199,0,5000,11000,0,10000,0,Defaulter
12086,420000,Male,University,Married,34,0,0,0,0,0,0,226007,226465,205276,206521,209775,194883,10000,9600,6700,7000,7042,7112,Defaulter
22833,100000,Female,Graduate school,Single,34,0,0,0,0,0,2,66193,63155,50385,31371,54713,28347,3413,5010,10005,30326,0,20000,Non-Defaulter
2819,180000,Female,Graduate school,Single,27,0,0,0,0,0,0,174546,175121,150710,135981,136064,137343,8269,6606,5000,4900,4900,4900,Non-Defaulter
27368,50000,Male,University,Single,28,2,2,2,2,2,0,45769,47213,48162,48576,43700,44853,2500,2000,1523,200,2000,3388,Non-Defaulter
12013,80000,Male,University,Single,30,0,0,0,0,0,0,79949,65416,45991,47229,48468,49490,2500,2000,2000,2000,1826,2000,Non-Defaulter
20382,10000,Male,University,Single,24,1,2,2,0,0,3,5570,7327,7065,8058,9433,9008,2000,0,1125,1500,0,0,Defaulter
20979,50000,Male,University,Married,41,0,0,0,0,0,0,43607,45375,46836,48635,19373,20129,2500,2500,3000,1500,2000,3000,Non-Defaulter
11269,130000,Female,Graduate school,Single,26,-2,-2,-2,-2,-2,-1,0,0,0,402,0,2054,0,0,402,0,2054,0,Non-Defaulter
10577,60000,Male,University,Single,22,0,0,0,0,0,-1,60103,52193,44934,17769,10400,1760,3033,2093,560,600,1760,17933,Non-Defaulter
12900,140000,Female,Graduate school,Single,28,-1,-1,-1,-1,-2,-2,8483,9526,33788,-18,-18,-18,9532,33788,0,0,0,0,Non-Defaulter
11201,200000,Male,University,Single,58,0,0,0,0,0,0,105836,108055,110258,112451,115090,117064,3923,4001,4025,4451,4167,3527,Non-Defaulter
639,400000,Female,Graduate school,Single,40,-1,-1,-1,-1,-1,0,60125,1981,4521,20472,76933,173599,1981,4521,20500,77000,100000,7700,Non-Defaulter
25642,360000,Female,Graduate school,Single,36,-1,-1,-1,-1,0,0,4279,9398,26510,50810,20800,0,9398,26510,51109,2080,0,10080,Non-Defaulter
7519,160000,Male,University,Single,37,0,0,0,0,0,0,119165,118392,117553,113256,112678,111924,6008,6011,3606,3803,4003,3311,Non-Defaulter
12669,500000,Male,Graduate school,Single,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Defaulter
22574,330000,Female,University,Married,43,0,0,0,0,0,0,15018,17365,19114,14093,16005,4935,3000,2500,3000,3000,170,2000,Non-Defaulter
2969,170000,Female,University,Single,38,0,0,0,0,2,2,86401,88991,91571,94045,97965,101176,3991,4071,4000,5600,5000,4000,Non-Defaulter
3620,350000,Female,Graduate school,Married,33,-2,-2,-2,-2,-2,-2,16414,693,693,1144,-4618,-8026,693,0,1144,4279,0,0,Defaulter
1819,270000,Female,Graduate school,Married,32,-1,-1,-1,0,0,-1,23351,30960,180473,58839,21334,19080,30972,180519,1177,0,19080,133504,Non-Defaulter
2147,150000,Female,High School,0,55,-1,-1,-1,-1,-1,-1,1080,17493,9160,2939,3396,1870,17498,9160,2939,3396,1870,6800,Non-Defaulter
22377,60000,Female,University,Single,27,1,2,2,2,2,2,5087,7236,8104,7825,8580,8300,2410,1131,0,886,0,332,Non-Defaulter
14597,120000,Male,University,Single,28,0,0,2,0,0,0,59946,49595,35786,32651,29972,27425,4000,0,1210,1000,1035,2000,Non-Defaulter
19304,110000,Female,Graduate school,Single,31,-1,-1,-2,-2,-2,-2,223,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
7016,500000,Female,Graduate school,Married,45,0,0,0,0,0,0,93669,101892,76452,20965,50466,61566,10147,5331,10000,30000,12000,10000,Non-Defaulter
18003,100000,Male,University,Single,30,0,0,0,0,0,0,55776,44953,46922,48677,49496,51010,3000,3000,3000,2000,2000,2000,Non-Defaulter
11744,70000,Male,University,Single,31,0,0,2,2,3,2,5942,8176,8891,9522,9084,8792,2500,1000,923,0,0,400,Non-Defaulter
13617,60000,Female,University,Single,24,0,0,0,0,0,0,57771,53334,0,41645,41833,41481,2336,1414,0,2000,1503,3200,Non-Defaulter
20024,250000,Female,Graduate school,Single,30,0,0,0,0,0,0,144807,162326,168186,175369,178156,189259,20000,10000,10000,7200,14000,7200,Non-Defaulter
12726,240000,Male,Graduate school,Single,43,0,0,0,0,0,-2,73462,82677,76248,79684,58231,7100,65361,30646,70204,10000,7100,8318,Non-Defaulter
18123,150000,Male,University,Single,33,0,0,2,2,2,2,53224,57297,52714,56329,57311,56265,5000,0,4500,2500,0,2500,Non-Defaulter
16240,200000,Female,High School,Married,37,-1,-1,-1,0,0,-1,10701,4251,5144,6807,51013,54416,4251,5144,2000,44406,54725,3000,Non-Defaulter
1857,540000,Female,Graduate school,Single,34,-1,-1,-1,-1,-1,-1,1784,892,946,946,946,946,892,1000,946,946,946,946,Non-Defaulter
15051,150000,Male,High School,Married,37,-1,-1,-1,-1,-1,-1,8027,7121,10292,3141,7522,3929,7129,11000,3141,7531,3929,0,Non-Defaulter
21261,30000,Male,High School,Married,52,0,0,0,0,0,0,28541,28889,30050,29797,18464,12235,1502,2002,1025,1230,1042,0,Non-Defaulter
10878,80000,Female,High School,Single,26,0,0,2,0,0,0,40931,44374,43365,44143,45079,45977,4100,0,1800,1800,1800,2000,Non-Defaulter
8806,100000,Male,University,Married,50,0,0,-1,-1,-1,-1,23908,3360,560,480,480,390,1000,560,500,480,390,390,Non-Defaulter
5908,80000,Male,University,Other,39,2,0,0,0,0,0,76123,54669,28674,28240,28540,27934,2000,1500,1200,1300,1200,1200,Non-Defaulter
17820,20000,Male,University,Single,25,0,0,0,-2,-2,-2,17584,20000,0,0,0,0,3000,0,0,0,0,0,Non-Defaulter
4497,10000,Male,University,Single,24,2,0,0,0,0,0,223,3035,4810,7546,9260,10000,3000,2000,3000,2000,1000,0,Non-Defaulter
11580,90000,Female,High School,Married,39,0,0,0,-1,-1,-1,4968,4713,2290,1764,1728,1954,1203,1005,1764,1728,1954,1416,Non-Defaulter
19816,230000,Female,University,Married,40,0,0,0,0,0,0,33907,35038,36574,36985,37701,30735,2000,2100,1500,1000,1000,1000,Non-Defaulter
19868,260000,Female,Graduate school,Married,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
22850,180000,Female,Graduate school,Married,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
7511,380000,Female,High School,Single,31,-1,-1,-1,-1,-1,-1,3859,9194,15157,11147,12483,13680,9240,15233,11202,12493,13748,18061,Non-Defaulter
1529,120000,Male,Graduate school,Single,38,1,-2,-2,-2,-2,-2,-284,-610,-936,-1262,-1588,-1914,0,0,0,0,0,0,Non-Defaulter
21395,50000,Male,Graduate school,Married,58,0,0,0,0,0,0,55262,53057,50447,34608,22658,18503,2000,1703,1406,721,645,658,Non-Defaulter
23928,20000,Male,Unknown,Single,21,0,0,0,0,0,-2,13203,4443,3259,2969,0,0,1036,1132,2000,0,0,0,Non-Defaulter
21049,100000,Male,University,Married,38,-1,-1,-1,2,0,0,7798,864,3302,2430,805,3415,864,2438,821,1,3110,2206,Defaulter
18045,170000,Male,University,Married,40,-1,-1,-1,-1,-1,-1,4599,3409,3790,2578,2100,2400,3409,6530,2578,2100,2400,6665,Non-Defaulter
11635,290000,Male,Graduate school,Single,35,0,0,0,0,0,0,247280,250007,261236,223092,185522,170190,30000,29000,10000,8000,30000,48000,Non-Defaulter
8257,80000,Male,University,Single,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
3490,50000,Male,Graduate school,Single,28,0,0,0,0,0,0,31170,20413,13738,6326,1452,1612,2005,1206,1000,600,500,1000,Non-Defaulter
26178,150000,Female,High School,Single,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Non-Defaulter
23856,200000,Male,University,Single,30,0,0,0,0,0,0,183464,184391,169311,165686,162639,165627,7197,7035,7032,6008,7002,6523,Non-Defaulter
2186,270000,Male,University,Married,27,0,0,0,0,0,0,21256,19819,19200,18527,18413,18010,1618,1569,631,652,637,541,Non-Defaulter
10527,260000,Female,University,Single,40,-1,-1,-2,-2,-2,-2,1022,1085,0,0,0,0,1085,0,0,0,0,300,Non-Defaulter
23053,120000,Female,Graduate school,Single,27,-1,-1,-2,-2,-2,-2,934,0,0,0,0,0,0,0,0,0,0,0,Defaulter
3681,30000,Male,Graduate school,Single,36,0,0,0,0,0,0,9934,10305,1394,1594,566,0,1000,1000,200,0,0,0,Non-Defaulter
848,50000,Male,University,Other,42,2,0,0,2,0,0,47647,50232,50510,32177,29530,29789,3700,3700,0,1072,1500,1132,Defaulter
14057,180000,Female,Graduate school,Married,37,-1,-1,-1,-1,-1,-1,29206,16231,8392,25062,13088,23174,16231,8405,25062,13088,23174,8556,Non-Defaulter
20611,500000,Male,Graduate school,Single,29,0,0,0,0,0,-1,29378,20154,11963,8839,2678,3028,5000,8000,3000,1000,3028,8878,Non-Defaulter
16950,50000,Male,University,Married,58,2,2,2,2,0,0,8728,10726,11257,11772,12574,13369,2152,1000,1000,1000,1000,1000,Defaulter
11449,320000,Male,University,Married,32,0,0,0,0,0,0,43265,28007,24986,23844,20650,0,1528,3019,2022,2000,0,82600,Non-Defaulter
17144,230000,Female,University,Married,28,-1,-1,0,0,0,0,1736,67982,72938,54105,18744,5148,68000,7064,4106,5075,1000,4080,Non-Defaulter
18996,20000,Female,University,Married,30,0,0,0,0,0,0,16754,17763,18854,19972,18090,19842,1291,2382,1500,605,2000,2000,Non-Defaulter
12194,220000,Female,Graduate school,Married,54,1,-2,-1,-1,-1,-1,0,0,788,0,349,600,0,788,0,349,600,0,Non-Defaulter
29709,30000,Male,University,Married,44,1,2,2,0,0,0,12351,13068,12568,13880,13849,14816,1216,0,1528,497,1192,0,Non-Defaulter
11668,30000,Female,University,Married,26,0,0,0,0,0,2,29072,29276,30204,28501,29687,29497,1600,1500,1000,4000,1900,0,Non-Defaulter
21747,20000,Female,Graduate school,Single,24,0,0,2,-1,-1,0,5275,5487,2778,6572,5016,2508,2778,0,6572,5016,0,0,Non-Defaulter
10443,260000,Male,Graduate school,Single,37,0,0,0,0,0,0,36664,22228,39330,39880,78787,52790,1690,19342,15000,53787,22790,3217,Non-Defaulter
15433,30000,Male,Graduate school,Single,24,0,0,0,0,0,0,28327,27406,28400,28115,28826,27745,1464,1458,1443,1154,1008,1018,Non-Defaulter
21660,120000,Female,University,Married,22,2,2,0,0,0,0,121522,120084,122250,70901,40860,39553,2000,5700,2964,1527,1407,1873,Non-Defaulter
10966,80000,Male,University,Single,36,0,0,0,0,0,0,59189,35690,33984,34384,29340,21985,3007,1503,2017,1024,1017,2000,Non-Defaulter
28305,80000,Female,University,Married,29,1,2,2,2,2,2,85738,80445,82639,83357,78188,79492,0,7400,3000,0,5700,3000,Non-Defaulter
29163,100000,Female,University,Single,56,-2,-1,2,-1,-1,-1,390,780,390,390,3863,390,780,0,390,3863,390,390,Non-Defaulter
10028,280000,Female,University,Single,33,-1,-1,-1,-1,-1,-1,281,5631,5525,0,21339,607,5631,5549,0,21339,607,0,Non-Defaulter
18520,130000,Female,University,Single,25,0,0,0,0,0,0,14351,10473,9429,10413,7874,7158,2000,3000,3000,4000,1000,2000,Non-Defaulter
26118,100000,Female,University,Married,30,-1,0,0,0,-1,-1,100037,101163,102712,99925,836,79013,3607,4001,2449,2836,79263,2442,Non-Defaulter
7565,130000,Male,Graduate school,Single,41,-1,-1,-1,-1,-1,-1,1392,0,696,1076,316,696,0,696,1076,316,696,696,Defaulter
25063,130000,Male,High School,Single,54,2,0,0,0,0,0,98285,94075,92857,95351,95525,96980,4300,4300,7400,3600,4000,4000,Non-Defaulter
24615,290000,Male,University,Married,36,0,0,0,0,0,0,72774,67311,66183,61332,62445,59213,3500,3000,3000,3000,3000,3000,Non-Defaulter
340,120000,Female,Graduate school,Single,34,-1,-1,0,-1,-1,-1,882,6531,6313,1100,1330,830,6900,5037,1100,1330,3800,2037,Non-Defaulter
22592,210000,Female,High School,Single,36,0,0,0,0,0,0,57605,58727,59854,61330,62394,63912,3000,3000,2804,3000,3000,2468,Non-Defaulter
20320,360000,Female,Graduate school,Married,57,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1422,0,0,0,0,1424,0,6624,Non-Defaulter
15357,440000,Female,University,Married,33,0,0,0,2,0,0,411970,420142,443407,431200,440000,-6948,15003,30000,0,9000,788,0,Non-Defaulter
18188,130000,Male,University,Married,37,-1,-1,-1,-1,-1,-1,923,1632,545,1262,1019,530,1632,545,1262,1019,530,1518,Non-Defaulter
